institution,ukprn,region,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,region_code,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
University of Portsmouth,10007155,South East,17,"Geography, Environmental Studies and Archaeology",14593,"
    The Smoking Epidemic in England and Scotland: Shaping Public Health
      Policy and Planning
    ",C,2.8,Low,2.0,25.22497835497839,12.5128058008658,17.36762153331045,18.151959319219593,0.1569,-0.4487,0.0,0.4844,0.7248,23,5,3,['seventy per cent'],,876,3
University of Portsmouth,10007155,South East,17,"Geography, Environmental Studies and Archaeology",15992,"
    Enabling access to local historical information for everywhere
    ",C,2.8,Low,2.0,16.053082191780845,12.975686726499765,18.827955580956342,20.794884991939604,0.3711,0.0,0.3506,0.6664,0.855,13,3,4,[],,877,3
University of Oxford,10007774,South East,17,"Geography, Environmental Studies and Archaeology",16772,"
Reconfiguring policy scenarios in transport
",C,3.4,High,2.0,22.07648427115643,13.190362511692019,18.185135684752492,19.89256281529501,0.2114,0.0,0.0,0.4807,0.6715,41,9,23,[],,1109,4
University of Oxford,10007774,South East,17,"Geography, Environmental Studies and Archaeology",16772,"
Reconfiguring policy scenarios in transport
",C,3.167,High,2.0,22.07648427115643,13.190362511692019,18.185135684752492,19.89256281529501,0.2114,0.0,0.0,0.4807,0.6715,41,9,23,[],,1109,4
University of Oxford,10007774,South East,17,"Geography, Environmental Studies and Archaeology",16773,"
    Providing the evidence base for conserving tropical forests
    ",C,3.4,High,2.0,12.67908542471045,13.533574131274133,19.97928068152386,21.814560185185186,0.3475,0.0,0.34,0.6956,0.7533,46,11,25,[],,1296,2
University of Oxford,10007774,South East,17,"Geography, Environmental Studies and Archaeology",16773,"
    Providing the evidence base for conserving tropical forests
    ",C,3.167,High,2.0,12.67908542471045,13.533574131274133,19.97928068152386,21.814560185185186,0.3475,0.0,0.34,0.6956,0.7533,46,11,25,[],,1296,2
University of Oxford,10007774,South East,17,"Geography, Environmental Studies and Archaeology",16774,"
    Shaping energy Efficiency Policy &#8212; The Green Deal and Energy Saving
        Feed-in Tariffs
    ",C,3.4,High,2.0,28.054432721293523,12.27109303918882,16.805976916720496,15.090512469169639,0.3147,0.0,0.2732,0.5994,0.7351,25,4,6,[],,890,2
University of Oxford,10007774,South East,17,"Geography, Environmental Studies and Archaeology",16774,"
    Shaping energy Efficiency Policy &#8212; The Green Deal and Energy Saving
        Feed-in Tariffs
    ",C,3.167,High,2.0,28.054432721293523,12.27109303918882,16.805976916720496,15.090512469169639,0.3147,0.0,0.2732,0.5994,0.7351,25,4,6,[],,890,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17858,"
    Using Medieval Village Research to Improve the Skills and Aspirations of
      Secondary School Students and Disadvantaged Adults
    ",C,3.26,High,3.0,20.916575660760998,13.792041407687096,17.43690915190277,20.267272727272726,0.2076,-0.2732,0.0,0.4939,0.7579,15,6,4,[],,942,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17858,"
    Using Medieval Village Research to Improve the Skills and Aspirations of
      Secondary School Students and Disadvantaged Adults
    ",C,3.5669999999999997,High,3.0,20.916575660760998,13.792041407687096,17.43690915190277,20.267272727272726,0.2076,-0.2732,0.0,0.4939,0.7579,15,6,4,[],,942,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17863,"
    Understanding the Historical Nature of the Human Body
    ",C,3.26,High,3.0,18.48235241502684,12.063672540250447,18.243605946275583,18.53614495331258,0.1578,-0.3612,0.0,0.3612,0.7269,19,7,5,[],,1038,4
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17863,"
    Understanding the Historical Nature of the Human Body
    ",C,3.5669999999999997,High,3.0,18.48235241502684,12.063672540250447,18.243605946275583,18.53614495331258,0.1578,-0.3612,0.0,0.3612,0.7269,19,7,5,[],,1038,4
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17864,"
    Archaeology and World Heritage Status on the Cape Verde Islands
    ",C,3.26,High,3.0,15.103692909960898,12.471438668986517,19.55079423594738,20.950854938003992,0.1925,-0.2861,0.0129,0.4626,0.8084,17,4,7,[],,607,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17864,"
    Archaeology and World Heritage Status on the Cape Verde Islands
    ",C,3.5669999999999997,High,3.0,15.103692909960898,12.471438668986517,19.55079423594738,20.950854938003992,0.1925,-0.2861,0.0129,0.4626,0.8084,17,4,7,[],,607,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17892,"
    Aridification and Landscape Modification: Lessons from the Past
    ",C,3.26,High,3.0,5.740734252418349,13.50675573920329,21.477414306626013,24.267668739572272,0.2976,-0.0572,0.3612,0.5306,0.6999,12,6,14,"['376,460']",£0.38 million,694,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17892,"
    Aridification and Landscape Modification: Lessons from the Past
    ",C,3.5669999999999997,High,3.0,5.740734252418349,13.50675573920329,21.477414306626013,24.267668739572272,0.2976,-0.0572,0.3612,0.5306,0.6999,12,6,14,"['376,460']",£0.38 million,694,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17927,"
    The Past and Future Roles of Asian Millets
    ",C,3.26,High,3.0,13.522023381295014,12.72498009592326,19.743602211923175,22.60303592814371,0.4106,0.0,0.4304,0.6914,0.861,25,3,10,[],,835,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",17927,"
    The Past and Future Roles of Asian Millets
    ",C,3.5669999999999997,High,3.0,13.522023381295014,12.72498009592326,19.743602211923175,22.60303592814371,0.4106,0.0,0.4304,0.6914,0.861,25,3,10,[],,835,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18000,"
    Novel Technique For Monitoring Volcanic Plumes: From Innovation To
      Operational Application
    ",C,3.26,High,3.0,25.422843818178194,12.86868995616581,16.846779515012578,16.7011866946359,0.1765,-0.0592,0.0,0.4215,0.6659,29,7,6,['2012-'],£0.0 million,1065,6
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18000,"
    Novel Technique For Monitoring Volcanic Plumes: From Innovation To
      Operational Application
    ",C,3.5669999999999997,High,3.0,25.422843818178194,12.86868995616581,16.846779515012578,16.7011866946359,0.1765,-0.0592,0.0,0.4215,0.6659,29,7,6,['2012-'],£0.0 million,1065,6
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18001,"
    Understanding and Reducing Human-Elephant Conflict in Africa
    ",C,3.26,High,3.0,25.33025477606776,13.326233478110346,17.326706156963056,18.214509803921565,0.1688,-0.4061,0.1901,0.5021,0.6369,24,8,9,[],,1258,6
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18001,"
    Understanding and Reducing Human-Elephant Conflict in Africa
    ",C,3.5669999999999997,High,3.0,25.33025477606776,13.326233478110346,17.326706156963056,18.214509803921565,0.1688,-0.4061,0.1901,0.5021,0.6369,24,8,9,[],,1258,6
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18002,"
    Developing the first community-based HIV prevention programme for Men who
      have Sex with Men in Africa &#8212; The Ukwazana Programme
    ",C,3.26,High,3.0,29.456388210673197,12.922530345308685,16.461734988804007,18.09005401650021,0.1646,-0.4132,0.1181,0.4588,0.6705,14,8,8,[],,1225,8
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18002,"
    Developing the first community-based HIV prevention programme for Men who
      have Sex with Men in Africa &#8212; The Ukwazana Programme
    ",C,3.5669999999999997,High,3.0,29.456388210673197,12.922530345308685,16.461734988804007,18.09005401650021,0.1646,-0.4132,0.1181,0.4588,0.6705,14,8,8,[],,1225,8
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18003,"
    Impacts on mapping agencies and the hydrocarbons industry of
      marine-geophysical, bathymetric and geological investigations of polar
      continental shelves
    ",C,3.26,High,3.0,26.116988766184335,13.19879337395278,17.077490932841844,18.47151480637813,0.1016,-0.1179,0.0,0.2023,0.5356,13,5,17,[],,1317,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18003,"
    Impacts on mapping agencies and the hydrocarbons industry of
      marine-geophysical, bathymetric and geological investigations of polar
      continental shelves
    ",C,3.5669999999999997,High,3.0,26.116988766184335,13.19879337395278,17.077490932841844,18.47151480637813,0.1016,-0.1179,0.0,0.2023,0.5356,13,5,17,[],,1317,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18004,"
    Research at the Scott Polar Research Institute (SPRI) and its impacts on
      wider audiences through the Polar Museum
    ",C,3.26,High,3.0,35.64209241356713,12.3260313943962,15.482998801116807,15.04853206515083,0.2727,0.0,0.2846,0.5683,0.6908,42,15,10,[],,1441,4
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18004,"
    Research at the Scott Polar Research Institute (SPRI) and its impacts on
      wider audiences through the Polar Museum
    ",C,3.5669999999999997,High,3.0,35.64209241356713,12.3260313943962,15.482998801116807,15.04853206515083,0.2727,0.0,0.2846,0.5683,0.6908,42,15,10,[],,1441,4
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18005,"
    River and floodplain hydromorphology and ecology; co-production of
      research into best practice for river restoration
    ",C,3.26,High,3.0,26.72783243243245,13.078076732732733,17.02881159413029,18.565982142857145,0.2179,0.0,0.0,0.4758,0.8133,43,14,19,[],,1344,2
University of Cambridge,10007788,East,17,"Geography, Environmental Studies and Archaeology",18005,"
    River and floodplain hydromorphology and ecology; co-production of
      research into best practice for river restoration
    ",C,3.5669999999999997,High,3.0,26.72783243243245,13.078076732732733,17.02881159413029,18.565982142857145,0.2179,0.0,0.0,0.4758,0.8133,43,14,19,[],,1344,2
University of Chester,10007848,North West,17,"Geography, Environmental Studies and Archaeology",18763,"
    Conflict management and post-conflict reconstruction in Casamance,
      Senegal
    ",C,0.7,Low,6.0,19.06461764705884,12.609955462184875,18.885453718421022,20.445933679450675,0.0291,-0.5365,0.0,0.3056,0.6644,20,7,17,[],,853,2
University of Chester,10007848,North West,17,"Geography, Environmental Studies and Archaeology",18763,"
    Conflict management and post-conflict reconstruction in Casamance,
      Senegal
    ",C,0.9,Low,6.0,19.06461764705884,12.609955462184875,18.885453718421022,20.445933679450675,0.0291,-0.5365,0.0,0.3056,0.6644,20,7,17,[],,853,2
University of Chester,10007848,North West,17,"Geography, Environmental Studies and Archaeology",19093,"
    Community Carbon Reduction
    ",C,0.7,Low,6.0,30.54583815028903,12.01802799339389,16.227547541598202,15.876530140379849,0.1645,0.0,0.0,0.4019,0.5267,35,9,8,"['3,600', 'up to one billion']",£0.0 million,865,2
University of Chester,10007848,North West,17,"Geography, Environmental Studies and Archaeology",19093,"
    Community Carbon Reduction
    ",C,0.9,Low,6.0,30.54583815028903,12.01802799339389,16.227547541598202,15.876530140379849,0.1645,0.0,0.0,0.4019,0.5267,35,9,8,"['3,600', 'up to one billion']",£0.0 million,865,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19568,"
    Low Carbon Liverpool Knowledge Exchange Partnership
    ",C,2.6,Low,6.0,14.29653195082679,13.171731546286477,19.946969662950774,22.955801946013814,0.3612,-0.0959,0.4215,0.6808,0.8683,18,1,6,[],,944,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19568,"
    Low Carbon Liverpool Knowledge Exchange Partnership
    ",C,3.1,High,6.0,14.29653195082679,13.171731546286477,19.946969662950774,22.955801946013814,0.3612,-0.0959,0.4215,0.6808,0.8683,18,1,6,[],,944,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19664,"
    Strategic Environmental Assessment
    ",C,2.6,Low,6.0,20.954683794466433,12.661588801054018,18.07913417448207,17.672909955680467,0.2007,-0.147,0.0,0.5689,0.6827,23,7,7,[],,841,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19664,"
    Strategic Environmental Assessment
    ",C,3.1,High,6.0,20.954683794466433,12.661588801054018,18.07913417448207,17.672909955680467,0.2007,-0.147,0.0,0.5689,0.6827,23,7,7,[],,841,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19678,"
    Quaternary Geology: minerals and resource planning in the UK
    ",C,2.6,Low,6.0,10.401531309297923,14.080394117647058,19.156349658406874,21.530382472233804,0.1638,-0.1024,0.0,0.4404,0.5326,31,12,11,[],,851,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19678,"
    Quaternary Geology: minerals and resource planning in the UK
    ",C,3.1,High,6.0,10.401531309297923,14.080394117647058,19.156349658406874,21.530382472233804,0.1638,-0.1024,0.0,0.4404,0.5326,31,12,11,[],,851,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19679,"
    Modelling the impacts of climate on infectious disease &#8212; supporting
        better disease control
    ",C,2.6,Low,6.0,15.154141414141435,13.248047474747475,19.47313149640735,21.251903695408735,0.2335,-0.28,0.1398,0.4917,0.7363,27,4,7,[],,893,2
University of Liverpool,10006842,North West,17,"Geography, Environmental Studies and Archaeology",19679,"
    Modelling the impacts of climate on infectious disease &#8212; supporting
        better disease control
    ",C,3.1,High,6.0,15.154141414141435,13.248047474747475,19.47313149640735,21.251903695408735,0.2335,-0.28,0.1398,0.4917,0.7363,27,4,7,[],,893,2
University of Worcester,10007139,West Midlands,17,"Geography, Environmental Studies and Archaeology",19869,"
    Agricultural Change in the Welsh Marches: its impact on agricultural
      policy and practice
    ",C,2.2,Low,4.0,18.985734265734294,12.48439033929034,18.72661885863436,20.409417249417253,0.1478,-0.2732,0.0,0.414,0.7271,18,4,2,[],,702,4
University of Worcester,10007139,West Midlands,17,"Geography, Environmental Studies and Archaeology",19870,"
    Wetland Management and Sustainable Livelihoods in Africa
    ",C,2.2,Low,4.0,7.644090476190513,14.124069523809526,19.58736239309606,22.06317369821361,0.1962,-0.064,0.1012,0.4249,0.6466,23,7,7,[],,877,5
University of Salford,10007156,North West,17,"Geography, Environmental Studies and Archaeology",20053,"
    Socio-ecological systems: natural assets and people
    ",C,2.6,Low,6.0,21.85463323353298,12.263690761334475,18.282114304091444,19.44205399863295,0.3068,-0.0318,0.2262,0.654,0.862,27,6,13,"['£3 Million', '£600 million']",£603.0 million,836,4
